cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24123337;36468;2024-11-15;24123337;36521;Prueba performance insertar consumo 17137;0;null;null;25116323;21;2024-11-15;null;null;QWE000;123;1;null;null
24123338;36468;2024-11-15;24123338;36522;Prueba performance insertar consumo 17138;0;null;null;25116324;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123339;36468;2024-11-15;24123339;36523;Prueba performance insertar consumo 17139;0;null;null;25116325;21;2024-11-15;null;null;AJT124;123;1;null;null
24123340;36468;2024-11-15;24123340;36524;Prueba performance insertar consumo 17140;0;null;null;25116326;21;2024-11-15;null;null;COA721;123;1;null;null
24123341;36468;2024-11-15;24123341;36525;Prueba performance insertar consumo 17141;0;null;null;25116327;21;2024-11-15;null;null;JJV112;123;1;null;null
24123342;36468;2024-11-15;24123342;36526;Prueba performance insertar consumo 17142;0;null;null;25116328;21;2024-11-15;null;null;LED195;123;1;null;null
24123343;36468;2024-11-15;24123343;36527;Prueba performance insertar consumo 17143;0;null;null;25116329;21;2024-11-15;null;null;MIT123;123;1;null;null
24123344;36468;2024-11-15;24123344;36528;Prueba performance insertar consumo 17144;0;null;null;25116330;21;2024-11-15;null;null;QWE000;123;1;null;null
24123345;36468;2024-11-15;24123345;36529;Prueba performance insertar consumo 17145;0;null;null;25116331;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123346;36468;2024-11-15;24123346;36530;Prueba performance insertar consumo 17146;0;null;null;25116332;21;2024-11-15;null;null;AJT124;123;1;null;null
24123347;36468;2024-11-15;24123347;36531;Prueba performance insertar consumo 17147;0;null;null;25116333;21;2024-11-15;null;null;COA721;123;1;null;null
24123348;36468;2024-11-15;24123348;36532;Prueba performance insertar consumo 17148;0;null;null;25116334;21;2024-11-15;null;null;JJV112;123;1;null;null
24123349;36468;2024-11-15;24123349;36533;Prueba performance insertar consumo 17149;0;null;null;25116335;21;2024-11-15;null;null;LED195;123;1;null;null
24123350;36468;2024-11-15;24123350;36534;Prueba performance insertar consumo 17150;0;null;null;25116336;21;2024-11-15;null;null;MIT123;123;1;null;null
24123351;36468;2024-11-15;24123351;36535;Prueba performance insertar consumo 17151;0;null;null;25116337;21;2024-11-15;null;null;QWE000;123;1;null;null
24123352;36468;2024-11-15;24123352;36536;Prueba performance insertar consumo 17152;0;null;null;25116338;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123353;36468;2024-11-15;24123353;36537;Prueba performance insertar consumo 17153;0;null;null;25116339;21;2024-11-15;null;null;AJT124;123;1;null;null
24123354;36468;2024-11-15;24123354;36538;Prueba performance insertar consumo 17154;0;null;null;25116340;21;2024-11-15;null;null;COA721;123;1;null;null
24123355;36468;2024-11-15;24123355;36539;Prueba performance insertar consumo 17155;0;null;null;25116341;21;2024-11-15;null;null;JJV112;123;1;null;null
24123356;36468;2024-11-15;24123356;36540;Prueba performance insertar consumo 17156;0;null;null;25116342;21;2024-11-15;null;null;LED195;123;1;null;null
24123357;36468;2024-11-15;24123357;36541;Prueba performance insertar consumo 17157;0;null;null;25116343;21;2024-11-15;null;null;MIT123;123;1;null;null
24123358;36468;2024-11-15;24123358;36542;Prueba performance insertar consumo 17158;0;null;null;25116344;21;2024-11-15;null;null;QWE000;123;1;null;null
24123359;36468;2024-11-15;24123359;36543;Prueba performance insertar consumo 17159;0;null;null;25116345;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123360;36468;2024-11-15;24123360;36544;Prueba performance insertar consumo 17160;0;null;null;25116346;21;2024-11-15;null;null;AJT124;123;1;null;null
24123361;36468;2024-11-15;24123361;36545;Prueba performance insertar consumo 17161;0;null;null;25116347;21;2024-11-15;null;null;COA721;123;1;null;null
24123362;36468;2024-11-15;24123362;36546;Prueba performance insertar consumo 17162;0;null;null;25116348;21;2024-11-15;null;null;JJV112;123;1;null;null
24123363;36468;2024-11-15;24123363;36547;Prueba performance insertar consumo 17163;0;null;null;25116349;21;2024-11-15;null;null;LED195;123;1;null;null
24123364;36468;2024-11-15;24123364;36548;Prueba performance insertar consumo 17164;0;null;null;25116350;21;2024-11-15;null;null;MIT123;123;1;null;null
24123365;36468;2024-11-15;24123365;36549;Prueba performance insertar consumo 17165;0;null;null;25116351;21;2024-11-15;null;null;QWE000;123;1;null;null
24123366;36468;2024-11-15;24123366;36550;Prueba performance insertar consumo 17166;0;null;null;25116352;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123367;36468;2024-11-15;24123367;36551;Prueba performance insertar consumo 17167;0;null;null;25116353;21;2024-11-15;null;null;AJT124;123;1;null;null
24123368;36468;2024-11-15;24123368;36552;Prueba performance insertar consumo 17168;0;null;null;25116354;21;2024-11-15;null;null;COA721;123;1;null;null
24123369;36468;2024-11-15;24123369;36553;Prueba performance insertar consumo 17169;0;null;null;25116355;21;2024-11-15;null;null;JJV112;123;1;null;null
24123370;36468;2024-11-15;24123370;36554;Prueba performance insertar consumo 17170;0;null;null;25116356;21;2024-11-15;null;null;LED195;123;1;null;null
24123371;36468;2024-11-15;24123371;36555;Prueba performance insertar consumo 17171;0;null;null;25116357;21;2024-11-15;null;null;MIT123;123;1;null;null
24123372;36468;2024-11-15;24123372;36556;Prueba performance insertar consumo 17172;0;null;null;25116358;21;2024-11-15;null;null;QWE000;123;1;null;null
24123373;36468;2024-11-15;24123373;36557;Prueba performance insertar consumo 17173;0;null;null;25116359;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123374;36468;2024-11-15;24123374;36558;Prueba performance insertar consumo 17174;0;null;null;25116360;21;2024-11-15;null;null;AJT124;123;1;null;null
24123375;36468;2024-11-15;24123375;36559;Prueba performance insertar consumo 17175;0;null;null;25116361;21;2024-11-15;null;null;COA721;123;1;null;null
24123376;36468;2024-11-15;24123376;36560;Prueba performance insertar consumo 17176;0;null;null;25116362;21;2024-11-15;null;null;JJV112;123;1;null;null
24123377;36468;2024-11-15;24123377;36561;Prueba performance insertar consumo 17177;0;null;null;25116363;21;2024-11-15;null;null;LED195;123;1;null;null
24123378;36468;2024-11-15;24123378;36562;Prueba performance insertar consumo 17178;0;null;null;25116364;21;2024-11-15;null;null;MIT123;123;1;null;null
24123379;36468;2024-11-15;24123379;36563;Prueba performance insertar consumo 17179;0;null;null;25116365;21;2024-11-15;null;null;QWE000;123;1;null;null
24123380;36468;2024-11-15;24123380;36564;Prueba performance insertar consumo 17180;0;null;null;25116366;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123381;36468;2024-11-15;24123381;36565;Prueba performance insertar consumo 17181;0;null;null;25116367;21;2024-11-15;null;null;AJT124;123;1;null;null
24123382;36468;2024-11-15;24123382;36566;Prueba performance insertar consumo 17182;0;null;null;25116368;21;2024-11-15;null;null;COA721;123;1;null;null
24123383;36468;2024-11-15;24123383;36567;Prueba performance insertar consumo 17183;0;null;null;25116369;21;2024-11-15;null;null;JJV112;123;1;null;null
24123384;36468;2024-11-15;24123384;36568;Prueba performance insertar consumo 17184;0;null;null;25116370;21;2024-11-15;null;null;LED195;123;1;null;null
24123385;36468;2024-11-15;24123385;36569;Prueba performance insertar consumo 17185;0;null;null;25116371;21;2024-11-15;null;null;MIT123;123;1;null;null
24123386;36468;2024-11-15;24123386;36570;Prueba performance insertar consumo 17186;0;null;null;25116372;21;2024-11-15;null;null;QWE000;123;1;null;null
24123387;36468;2024-11-15;24123387;36571;Prueba performance insertar consumo 17187;0;null;null;25116373;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123388;36468;2024-11-15;24123388;36572;Prueba performance insertar consumo 17188;0;null;null;25116374;21;2024-11-15;null;null;AJT124;123;1;null;null
24123389;36468;2024-11-15;24123389;36573;Prueba performance insertar consumo 17189;0;null;null;25116375;21;2024-11-15;null;null;COA721;123;1;null;null
24123390;36468;2024-11-15;24123390;36574;Prueba performance insertar consumo 17190;0;null;null;25116376;21;2024-11-15;null;null;JJV112;123;1;null;null
24123391;36468;2024-11-15;24123391;36575;Prueba performance insertar consumo 17191;0;null;null;25116377;21;2024-11-15;null;null;LED195;123;1;null;null
24123392;36468;2024-11-15;24123392;36576;Prueba performance insertar consumo 17192;0;null;null;25116378;21;2024-11-15;null;null;MIT123;123;1;null;null
24123393;36468;2024-11-15;24123393;36577;Prueba performance insertar consumo 17193;0;null;null;25116379;21;2024-11-15;null;null;QWE000;123;1;null;null
24123394;36468;2024-11-15;24123394;36578;Prueba performance insertar consumo 17194;0;null;null;25116380;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123395;36468;2024-11-15;24123395;36579;Prueba performance insertar consumo 17195;0;null;null;25116381;21;2024-11-15;null;null;AJT124;123;1;null;null
24123396;36468;2024-11-15;24123396;36580;Prueba performance insertar consumo 17196;0;null;null;25116382;21;2024-11-15;null;null;COA721;123;1;null;null
24123397;36468;2024-11-15;24123397;36581;Prueba performance insertar consumo 17197;0;null;null;25116383;21;2024-11-15;null;null;JJV112;123;1;null;null
24123398;36468;2024-11-15;24123398;36582;Prueba performance insertar consumo 17198;0;null;null;25116384;21;2024-11-15;null;null;LED195;123;1;null;null
24123399;36468;2024-11-15;24123399;36583;Prueba performance insertar consumo 17199;0;null;null;25116385;21;2024-11-15;null;null;MIT123;123;1;null;null
24123400;36468;2024-11-15;24123400;36584;Prueba performance insertar consumo 17200;0;null;null;25116386;21;2024-11-15;null;null;QWE000;123;1;null;null
24123401;36468;2024-11-15;24123401;36585;Prueba performance insertar consumo 17201;0;null;null;25116387;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123402;36468;2024-11-15;24123402;36586;Prueba performance insertar consumo 17202;0;null;null;25116388;21;2024-11-15;null;null;AJT124;123;1;null;null
24123403;36468;2024-11-15;24123403;36587;Prueba performance insertar consumo 17203;0;null;null;25116389;21;2024-11-15;null;null;COA721;123;1;null;null
24123404;36468;2024-11-15;24123404;36588;Prueba performance insertar consumo 17204;0;null;null;25116390;21;2024-11-15;null;null;JJV112;123;1;null;null
24123405;36468;2024-11-15;24123405;36589;Prueba performance insertar consumo 17205;0;null;null;25116391;21;2024-11-15;null;null;LED195;123;1;null;null
24123406;36468;2024-11-15;24123406;36590;Prueba performance insertar consumo 17206;0;null;null;25116392;21;2024-11-15;null;null;MIT123;123;1;null;null
24123407;36468;2024-11-15;24123407;36591;Prueba performance insertar consumo 17207;0;null;null;25116393;21;2024-11-15;null;null;QWE000;123;1;null;null
24123408;36468;2024-11-15;24123408;36592;Prueba performance insertar consumo 17208;0;null;null;25116394;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123409;36468;2024-11-15;24123409;36593;Prueba performance insertar consumo 17209;0;null;null;25116395;21;2024-11-15;null;null;AJT124;123;1;null;null
24123410;36468;2024-11-15;24123410;36594;Prueba performance insertar consumo 17210;0;null;null;25116396;21;2024-11-15;null;null;COA721;123;1;null;null
24123411;36468;2024-11-15;24123411;36595;Prueba performance insertar consumo 17211;0;null;null;25116397;21;2024-11-15;null;null;JJV112;123;1;null;null
24123412;36468;2024-11-15;24123412;36596;Prueba performance insertar consumo 17212;0;null;null;25116398;21;2024-11-15;null;null;LED195;123;1;null;null
24123413;36468;2024-11-15;24123413;36597;Prueba performance insertar consumo 17213;0;null;null;25116399;21;2024-11-15;null;null;MIT123;123;1;null;null
24123414;36468;2024-11-15;24123414;36598;Prueba performance insertar consumo 17214;0;null;null;25116400;21;2024-11-15;null;null;QWE000;123;1;null;null
24123415;36468;2024-11-15;24123415;36599;Prueba performance insertar consumo 17215;0;null;null;25116401;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123416;36468;2024-11-15;24123416;36600;Prueba performance insertar consumo 17216;0;null;null;25116402;21;2024-11-15;null;null;AJT124;123;1;null;null
24123417;36468;2024-11-15;24123417;36601;Prueba performance insertar consumo 17217;0;null;null;25116403;21;2024-11-15;null;null;COA721;123;1;null;null
24123418;36468;2024-11-15;24123418;36602;Prueba performance insertar consumo 17218;0;null;null;25116404;21;2024-11-15;null;null;JJV112;123;1;null;null
24123419;36468;2024-11-15;24123419;36603;Prueba performance insertar consumo 17219;0;null;null;25116405;21;2024-11-15;null;null;LED195;123;1;null;null
24123420;36468;2024-11-15;24123420;36604;Prueba performance insertar consumo 17220;0;null;null;25116406;21;2024-11-15;null;null;MIT123;123;1;null;null
24123421;36468;2024-11-15;24123421;36605;Prueba performance insertar consumo 17221;0;null;null;25116407;21;2024-11-15;null;null;QWE000;123;1;null;null
24123422;36468;2024-11-15;24123422;36606;Prueba performance insertar consumo 17222;0;null;null;25116408;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123423;36468;2024-11-15;24123423;36607;Prueba performance insertar consumo 17223;0;null;null;25116409;21;2024-11-15;null;null;AJT124;123;1;null;null
24123424;36468;2024-11-15;24123424;36608;Prueba performance insertar consumo 17224;0;null;null;25116410;21;2024-11-15;null;null;COA721;123;1;null;null
24123425;36468;2024-11-15;24123425;36609;Prueba performance insertar consumo 17225;0;null;null;25116411;21;2024-11-15;null;null;JJV112;123;1;null;null
24123426;36468;2024-11-15;24123426;36610;Prueba performance insertar consumo 17226;0;null;null;25116412;21;2024-11-15;null;null;LED195;123;1;null;null
24123427;36468;2024-11-15;24123427;36611;Prueba performance insertar consumo 17227;0;null;null;25116413;21;2024-11-15;null;null;MIT123;123;1;null;null
24123428;36468;2024-11-15;24123428;36612;Prueba performance insertar consumo 17228;0;null;null;25116414;21;2024-11-15;null;null;QWE000;123;1;null;null
24123429;36468;2024-11-15;24123429;36613;Prueba performance insertar consumo 17229;0;null;null;25116415;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123430;36468;2024-11-15;24123430;36614;Prueba performance insertar consumo 17230;0;null;null;25116416;21;2024-11-15;null;null;AJT124;123;1;null;null
24123431;36468;2024-11-15;24123431;36615;Prueba performance insertar consumo 17231;0;null;null;25116417;21;2024-11-15;null;null;COA721;123;1;null;null
24123432;36468;2024-11-15;24123432;36616;Prueba performance insertar consumo 17232;0;null;null;25116418;21;2024-11-15;null;null;JJV112;123;1;null;null
24123433;36468;2024-11-15;24123433;36617;Prueba performance insertar consumo 17233;0;null;null;25116419;21;2024-11-15;null;null;LED195;123;1;null;null
24123434;36468;2024-11-15;24123434;36618;Prueba performance insertar consumo 17234;0;null;null;25116420;21;2024-11-15;null;null;MIT123;123;1;null;null
24123435;36468;2024-11-15;24123435;36619;Prueba performance insertar consumo 17235;0;null;null;25116421;21;2024-11-15;null;null;QWE000;123;1;null;null
24123436;36468;2024-11-15;24123436;36620;Prueba performance insertar consumo 17236;0;null;null;25116422;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123437;36468;2024-11-15;24123437;36621;Prueba performance insertar consumo 17237;0;null;null;25116423;21;2024-11-15;null;null;AJT124;123;1;null;null
24123438;36468;2024-11-15;24123438;36622;Prueba performance insertar consumo 17238;0;null;null;25116424;21;2024-11-15;null;null;COA721;123;1;null;null
24123439;36468;2024-11-15;24123439;36623;Prueba performance insertar consumo 17239;0;null;null;25116425;21;2024-11-15;null;null;JJV112;123;1;null;null
24123440;36468;2024-11-15;24123440;36624;Prueba performance insertar consumo 17240;0;null;null;25116426;21;2024-11-15;null;null;LED195;123;1;null;null
24123441;36468;2024-11-15;24123441;36625;Prueba performance insertar consumo 17241;0;null;null;25116427;21;2024-11-15;null;null;MIT123;123;1;null;null
24123442;36468;2024-11-15;24123442;36626;Prueba performance insertar consumo 17242;0;null;null;25116428;21;2024-11-15;null;null;QWE000;123;1;null;null
24123443;36468;2024-11-15;24123443;36627;Prueba performance insertar consumo 17243;0;null;null;25116429;21;2024-11-15;null;null;RTQ843;123;1;null;null
24123444;36468;2024-11-15;24123444;36628;Prueba performance insertar consumo 17244;0;null;null;25116430;21;2024-11-15;null;null;AJT124;123;1;null;null
24123445;36468;2024-11-15;24123445;36629;Prueba performance insertar consumo 17245;0;null;null;25116431;21;2024-11-15;null;null;COA721;123;1;null;null
24123446;36468;2024-11-15;24123446;36630;Prueba performance insertar consumo 17246;0;null;null;25116432;21;2024-11-15;null;null;JJV112;123;1;null;null
