cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7125268;39763;2024-11-15;7125268;35757;Prueba performance insertar comision 16446;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125269;39996;2024-11-15;7125269;35758;Prueba performance insertar comision 16447;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125270;39906;2024-11-15;7125270;35759;Prueba performance insertar comision 16448;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125271;39960;2024-11-15;7125271;35760;Prueba performance insertar comision 16449;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125272;39961;2024-11-15;7125272;35761;Prueba performance insertar comision 16450;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125273;39962;2024-11-15;7125273;35762;Prueba performance insertar comision 16451;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125274;39763;2024-11-15;7125274;35763;Prueba performance insertar comision 16452;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125275;39996;2024-11-15;7125275;35764;Prueba performance insertar comision 16453;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125276;39906;2024-11-15;7125276;35765;Prueba performance insertar comision 16454;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125277;39960;2024-11-15;7125277;35766;Prueba performance insertar comision 16455;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125278;39961;2024-11-15;7125278;35767;Prueba performance insertar comision 16456;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125279;39962;2024-11-15;7125279;35768;Prueba performance insertar comision 16457;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125280;39763;2024-11-15;7125280;35769;Prueba performance insertar comision 16458;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125281;39996;2024-11-15;7125281;35770;Prueba performance insertar comision 16459;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125282;39906;2024-11-15;7125282;35771;Prueba performance insertar comision 16460;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125283;39960;2024-11-15;7125283;35772;Prueba performance insertar comision 16461;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125284;39961;2024-11-15;7125284;35773;Prueba performance insertar comision 16462;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125285;39962;2024-11-15;7125285;35774;Prueba performance insertar comision 16463;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125286;39763;2024-11-15;7125286;35775;Prueba performance insertar comision 16464;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125287;39996;2024-11-15;7125287;35776;Prueba performance insertar comision 16465;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125288;39906;2024-11-15;7125288;35777;Prueba performance insertar comision 16466;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125289;39960;2024-11-15;7125289;35778;Prueba performance insertar comision 16467;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125290;39961;2024-11-15;7125290;35779;Prueba performance insertar comision 16468;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125291;39962;2024-11-15;7125291;35780;Prueba performance insertar comision 16469;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125292;39763;2024-11-15;7125292;35781;Prueba performance insertar comision 16470;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125293;39996;2024-11-15;7125293;35782;Prueba performance insertar comision 16471;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125294;39906;2024-11-15;7125294;35783;Prueba performance insertar comision 16472;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125295;39960;2024-11-15;7125295;35784;Prueba performance insertar comision 16473;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125296;39961;2024-11-15;7125296;35785;Prueba performance insertar comision 16474;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125297;39962;2024-11-15;7125297;35786;Prueba performance insertar comision 16475;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125298;39763;2024-11-15;7125298;35787;Prueba performance insertar comision 16476;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125299;39996;2024-11-15;7125299;35788;Prueba performance insertar comision 16477;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125300;39906;2024-11-15;7125300;35789;Prueba performance insertar comision 16478;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125301;39961;2024-11-15;7125301;35790;Prueba performance insertar comision 16479;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125302;39962;2024-11-15;7125302;35791;Prueba performance insertar comision 16480;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125303;39763;2024-11-15;7125303;35792;Prueba performance insertar comision 16481;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125304;39996;2024-11-15;7125304;35793;Prueba performance insertar comision 16482;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125305;39906;2024-11-15;7125305;35794;Prueba performance insertar comision 16483;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125306;39960;2024-11-15;7125306;35795;Prueba performance insertar comision 16484;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125307;39961;2024-11-15;7125307;35796;Prueba performance insertar comision 16485;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125308;39962;2024-11-15;7125308;35797;Prueba performance insertar comision 16486;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125309;39763;2024-11-15;7125309;35798;Prueba performance insertar comision 16487;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125310;39996;2024-11-15;7125310;35799;Prueba performance insertar comision 16488;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125311;39906;2024-11-15;7125311;35800;Prueba performance insertar comision 16489;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125312;39960;2024-11-15;7125312;35801;Prueba performance insertar comision 16490;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125313;39961;2024-11-15;7125313;35802;Prueba performance insertar comision 16491;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125314;39962;2024-11-15;7125314;35803;Prueba performance insertar comision 16492;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125315;39763;2024-11-15;7125315;35804;Prueba performance insertar comision 16493;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125316;39996;2024-11-15;7125316;35805;Prueba performance insertar comision 16494;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125317;39906;2024-11-15;7125317;35806;Prueba performance insertar comision 16495;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125318;39960;2024-11-15;7125318;35807;Prueba performance insertar comision 16496;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125319;39961;2024-11-15;7125319;35808;Prueba performance insertar comision 16497;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125320;39962;2024-11-15;7125320;35809;Prueba performance insertar comision 16498;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125321;39763;2024-11-15;7125321;35810;Prueba performance insertar comision 16499;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125322;39996;2024-11-15;7125322;35811;Prueba performance insertar comision 16500;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125323;39906;2024-11-15;7125323;35812;Prueba performance insertar comision 16501;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125324;39960;2024-11-15;7125324;35813;Prueba performance insertar comision 16502;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125325;39961;2024-11-15;7125325;35814;Prueba performance insertar comision 16503;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125326;39962;2024-11-15;7125326;35815;Prueba performance insertar comision 16504;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125327;39763;2024-11-15;7125327;35816;Prueba performance insertar comision 16505;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125328;39996;2024-11-15;7125328;35817;Prueba performance insertar comision 16506;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125329;39906;2024-11-15;7125329;35818;Prueba performance insertar comision 16507;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125330;39960;2024-11-15;7125330;35819;Prueba performance insertar comision 16508;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125331;39961;2024-11-15;7125331;35820;Prueba performance insertar comision 16509;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125332;39962;2024-11-15;7125332;35821;Prueba performance insertar comision 16510;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125333;39763;2024-11-15;7125333;35822;Prueba performance insertar comision 16511;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125334;39996;2024-11-15;7125334;35823;Prueba performance insertar comision 16512;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125335;39906;2024-11-15;7125335;35824;Prueba performance insertar comision 16513;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125336;39961;2024-11-15;7125336;35825;Prueba performance insertar comision 16514;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125337;39962;2024-11-15;7125337;35826;Prueba performance insertar comision 16515;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125338;39763;2024-11-15;7125338;35827;Prueba performance insertar comision 16516;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125339;39996;2024-11-15;7125339;35828;Prueba performance insertar comision 16517;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125340;39906;2024-11-15;7125340;35829;Prueba performance insertar comision 16518;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125341;39960;2024-11-15;7125341;35830;Prueba performance insertar comision 16519;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125342;39961;2024-11-15;7125342;35831;Prueba performance insertar comision 16520;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125343;39962;2024-11-15;7125343;35832;Prueba performance insertar comision 16521;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125344;39763;2024-11-15;7125344;35833;Prueba performance insertar comision 16522;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125345;39996;2024-11-15;7125345;35834;Prueba performance insertar comision 16523;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125346;39906;2024-11-15;7125346;35835;Prueba performance insertar comision 16524;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125347;39960;2024-11-15;7125347;35836;Prueba performance insertar comision 16525;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125348;39961;2024-11-15;7125348;35837;Prueba performance insertar comision 16526;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125349;39962;2024-11-15;7125349;35838;Prueba performance insertar comision 16527;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125350;39763;2024-11-15;7125350;35839;Prueba performance insertar comision 16528;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125351;39996;2024-11-15;7125351;35840;Prueba performance insertar comision 16529;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125352;39906;2024-11-15;7125352;35841;Prueba performance insertar comision 16530;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125353;39960;2024-11-15;7125353;35842;Prueba performance insertar comision 16531;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125354;39961;2024-11-15;7125354;35843;Prueba performance insertar comision 16532;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125355;39962;2024-11-15;7125355;35844;Prueba performance insertar comision 16533;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125356;39763;2024-11-15;7125356;35845;Prueba performance insertar comision 16534;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125357;39996;2024-11-15;7125357;35846;Prueba performance insertar comision 16535;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125358;39906;2024-11-15;7125358;35847;Prueba performance insertar comision 16536;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125359;39960;2024-11-15;7125359;35848;Prueba performance insertar comision 16537;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125360;39961;2024-11-15;7125360;35849;Prueba performance insertar comision 16538;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125361;39962;2024-11-15;7125361;35850;Prueba performance insertar comision 16539;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125362;39763;2024-11-15;7125362;35851;Prueba performance insertar comision 16540;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125363;39996;2024-11-15;7125363;35852;Prueba performance insertar comision 16541;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125364;39906;2024-11-15;7125364;35853;Prueba performance insertar comision 16542;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125365;39960;2024-11-15;7125365;35854;Prueba performance insertar comision 16543;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125366;39961;2024-11-15;7125366;35855;Prueba performance insertar comision 16544;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125367;39962;2024-11-15;7125367;35856;Prueba performance insertar comision 16545;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125368;39763;2024-11-15;7125368;35857;Prueba performance insertar comision 16546;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125369;39996;2024-11-15;7125369;35858;Prueba performance insertar comision 16547;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125370;39906;2024-11-15;7125370;35859;Prueba performance insertar comision 16548;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125371;39961;2024-11-15;7125371;35860;Prueba performance insertar comision 16549;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125372;39962;2024-11-15;7125372;35861;Prueba performance insertar comision 16550;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125373;39763;2024-11-15;7125373;35862;Prueba performance insertar comision 16551;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125374;39996;2024-11-15;7125374;35863;Prueba performance insertar comision 16552;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125375;39906;2024-11-15;7125375;35864;Prueba performance insertar comision 16553;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125376;39960;2024-11-15;7125376;35865;Prueba performance insertar comision 16554;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125377;39961;2024-11-15;7125377;35866;Prueba performance insertar comision 16555;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125378;39962;2024-11-15;7125378;35867;Prueba performance insertar comision 16556;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7125379;39763;2024-11-15;7125379;35868;Prueba performance insertar comision 16557;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
