cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8175931;39763;2024-11-15;8175931;36021;Prueba performance insertar ajuste de recarga 16679;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175932;39763;2024-11-15;8175932;36022;Prueba performance insertar ajuste de recarga 16680;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175933;39764;2024-11-15;8175933;36023;Prueba performance insertar ajuste de recarga 16681;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175934;39765;2024-11-15;8175934;36024;Prueba performance insertar ajuste de recarga 16682;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175935;39766;2024-11-15;8175935;36025;Prueba performance insertar ajuste de recarga 16683;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175936;39763;2024-11-15;8175936;36026;Prueba performance insertar ajuste de recarga 16684;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175937;39763;2024-11-15;8175937;36027;Prueba performance insertar ajuste de recarga 16685;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175938;39764;2024-11-15;8175938;36028;Prueba performance insertar ajuste de recarga 16686;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175939;39765;2024-11-15;8175939;36029;Prueba performance insertar ajuste de recarga 16687;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175940;39766;2024-11-15;8175940;36030;Prueba performance insertar ajuste de recarga 16688;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175941;39763;2024-11-15;8175941;36031;Prueba performance insertar ajuste de recarga 16689;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175942;39763;2024-11-15;8175942;36032;Prueba performance insertar ajuste de recarga 16690;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175943;39764;2024-11-15;8175943;36033;Prueba performance insertar ajuste de recarga 16691;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175944;39765;2024-11-15;8175944;36034;Prueba performance insertar ajuste de recarga 16692;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175945;39766;2024-11-15;8175945;36035;Prueba performance insertar ajuste de recarga 16693;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175946;39763;2024-11-15;8175946;36036;Prueba performance insertar ajuste de recarga 16694;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175947;39763;2024-11-15;8175947;36037;Prueba performance insertar ajuste de recarga 16695;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175948;39764;2024-11-15;8175948;36038;Prueba performance insertar ajuste de recarga 16696;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175949;39765;2024-11-15;8175949;36039;Prueba performance insertar ajuste de recarga 16697;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175950;39766;2024-11-15;8175950;36040;Prueba performance insertar ajuste de recarga 16698;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175951;39763;2024-11-15;8175951;36041;Prueba performance insertar ajuste de recarga 16699;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175952;39763;2024-11-15;8175952;36042;Prueba performance insertar ajuste de recarga 16700;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175953;39764;2024-11-15;8175953;36043;Prueba performance insertar ajuste de recarga 16701;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175954;39765;2024-11-15;8175954;36044;Prueba performance insertar ajuste de recarga 16702;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175955;39766;2024-11-15;8175955;36045;Prueba performance insertar ajuste de recarga 16703;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175956;39763;2024-11-15;8175956;36046;Prueba performance insertar ajuste de recarga 16704;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175957;39764;2024-11-15;8175957;36047;Prueba performance insertar ajuste de recarga 16705;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175958;39765;2024-11-15;8175958;36048;Prueba performance insertar ajuste de recarga 16706;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175959;39766;2024-11-15;8175959;36049;Prueba performance insertar ajuste de recarga 16707;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175960;39763;2024-11-15;8175960;36050;Prueba performance insertar ajuste de recarga 16708;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175961;39763;2024-11-15;8175961;36051;Prueba performance insertar ajuste de recarga 16709;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175962;39764;2024-11-15;8175962;36052;Prueba performance insertar ajuste de recarga 16710;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175963;39765;2024-11-15;8175963;36053;Prueba performance insertar ajuste de recarga 16711;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175964;39766;2024-11-15;8175964;36054;Prueba performance insertar ajuste de recarga 16712;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175965;39763;2024-11-15;8175965;36055;Prueba performance insertar ajuste de recarga 16713;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175966;39763;2024-11-15;8175966;36056;Prueba performance insertar ajuste de recarga 16714;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175967;39764;2024-11-15;8175967;36057;Prueba performance insertar ajuste de recarga 16715;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175968;39765;2024-11-15;8175968;36058;Prueba performance insertar ajuste de recarga 16716;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175969;39766;2024-11-15;8175969;36059;Prueba performance insertar ajuste de recarga 16717;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175970;39763;2024-11-15;8175970;36060;Prueba performance insertar ajuste de recarga 16718;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175971;39763;2024-11-15;8175971;36061;Prueba performance insertar ajuste de recarga 16719;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175972;39764;2024-11-15;8175972;36062;Prueba performance insertar ajuste de recarga 16720;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175973;39765;2024-11-15;8175973;36063;Prueba performance insertar ajuste de recarga 16721;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175974;39766;2024-11-15;8175974;36064;Prueba performance insertar ajuste de recarga 16722;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175975;39763;2024-11-15;8175975;36065;Prueba performance insertar ajuste de recarga 16723;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175976;39763;2024-11-15;8175976;36066;Prueba performance insertar ajuste de recarga 16724;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175977;39764;2024-11-15;8175977;36067;Prueba performance insertar ajuste de recarga 16725;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175978;39765;2024-11-15;8175978;36068;Prueba performance insertar ajuste de recarga 16726;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175979;39766;2024-11-15;8175979;36069;Prueba performance insertar ajuste de recarga 16727;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175980;39763;2024-11-15;8175980;36070;Prueba performance insertar ajuste de recarga 16728;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175981;39763;2024-11-15;8175981;36071;Prueba performance insertar ajuste de recarga 16729;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175982;39764;2024-11-15;8175982;36072;Prueba performance insertar ajuste de recarga 16730;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175983;39765;2024-11-15;8175983;36073;Prueba performance insertar ajuste de recarga 16731;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175984;39766;2024-11-15;8175984;36074;Prueba performance insertar ajuste de recarga 16732;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175985;39763;2024-11-15;8175985;36075;Prueba performance insertar ajuste de recarga 16733;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175986;39764;2024-11-15;8175986;36076;Prueba performance insertar ajuste de recarga 16734;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175987;39765;2024-11-15;8175987;36077;Prueba performance insertar ajuste de recarga 16735;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175988;39766;2024-11-15;8175988;36078;Prueba performance insertar ajuste de recarga 16736;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175989;39763;2024-11-15;8175989;36079;Prueba performance insertar ajuste de recarga 16737;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175990;39763;2024-11-15;8175990;36080;Prueba performance insertar ajuste de recarga 16738;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175991;39764;2024-11-15;8175991;36081;Prueba performance insertar ajuste de recarga 16739;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175992;39765;2024-11-15;8175992;36082;Prueba performance insertar ajuste de recarga 16740;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175993;39766;2024-11-15;8175993;36083;Prueba performance insertar ajuste de recarga 16741;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175994;39763;2024-11-15;8175994;36084;Prueba performance insertar ajuste de recarga 16742;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175995;39763;2024-11-15;8175995;36085;Prueba performance insertar ajuste de recarga 16743;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175996;39764;2024-11-15;8175996;36086;Prueba performance insertar ajuste de recarga 16744;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175997;39765;2024-11-15;8175997;36087;Prueba performance insertar ajuste de recarga 16745;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175998;39766;2024-11-15;8175998;36088;Prueba performance insertar ajuste de recarga 16746;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8175999;39763;2024-11-15;8175999;36089;Prueba performance insertar ajuste de recarga 16747;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176000;39763;2024-11-15;8176000;36090;Prueba performance insertar ajuste de recarga 16748;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176001;39764;2024-11-15;8176001;36091;Prueba performance insertar ajuste de recarga 16749;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176002;39765;2024-11-15;8176002;36092;Prueba performance insertar ajuste de recarga 16750;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176003;39766;2024-11-15;8176003;36093;Prueba performance insertar ajuste de recarga 16751;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176004;39763;2024-11-15;8176004;36094;Prueba performance insertar ajuste de recarga 16752;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176005;39763;2024-11-15;8176005;36095;Prueba performance insertar ajuste de recarga 16753;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176006;39764;2024-11-15;8176006;36096;Prueba performance insertar ajuste de recarga 16754;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176007;39765;2024-11-15;8176007;36097;Prueba performance insertar ajuste de recarga 16755;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176008;39766;2024-11-15;8176008;36098;Prueba performance insertar ajuste de recarga 16756;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176009;39763;2024-11-15;8176009;36099;Prueba performance insertar ajuste de recarga 16757;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176010;39763;2024-11-15;8176010;36100;Prueba performance insertar ajuste de recarga 16758;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176011;39764;2024-11-15;8176011;36101;Prueba performance insertar ajuste de recarga 16759;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176012;39765;2024-11-15;8176012;36102;Prueba performance insertar ajuste de recarga 16760;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176013;39766;2024-11-15;8176013;36103;Prueba performance insertar ajuste de recarga 16761;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176014;39763;2024-11-15;8176014;36104;Prueba performance insertar ajuste de recarga 16762;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176015;39764;2024-11-15;8176015;36105;Prueba performance insertar ajuste de recarga 16763;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176016;39765;2024-11-15;8176016;36106;Prueba performance insertar ajuste de recarga 16764;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176017;39766;2024-11-15;8176017;36107;Prueba performance insertar ajuste de recarga 16765;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176018;39763;2024-11-15;8176018;36108;Prueba performance insertar ajuste de recarga 16766;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176019;39763;2024-11-15;8176019;36109;Prueba performance insertar ajuste de recarga 16767;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176020;39764;2024-11-15;8176020;36110;Prueba performance insertar ajuste de recarga 16768;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176021;39765;2024-11-15;8176021;36111;Prueba performance insertar ajuste de recarga 16769;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176022;39766;2024-11-15;8176022;36112;Prueba performance insertar ajuste de recarga 16770;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176023;39763;2024-11-15;8176023;36113;Prueba performance insertar ajuste de recarga 16771;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176024;39763;2024-11-15;8176024;36114;Prueba performance insertar ajuste de recarga 16772;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176025;39764;2024-11-15;8176025;36115;Prueba performance insertar ajuste de recarga 16773;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176026;39765;2024-11-15;8176026;36116;Prueba performance insertar ajuste de recarga 16774;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176027;39766;2024-11-15;8176027;36117;Prueba performance insertar ajuste de recarga 16775;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176028;39763;2024-11-15;8176028;36118;Prueba performance insertar ajuste de recarga 16776;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176029;39763;2024-11-15;8176029;36119;Prueba performance insertar ajuste de recarga 16777;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176030;39764;2024-11-15;8176030;36120;Prueba performance insertar ajuste de recarga 16778;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176031;39765;2024-11-15;8176031;36121;Prueba performance insertar ajuste de recarga 16779;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176032;39766;2024-11-15;8176032;36122;Prueba performance insertar ajuste de recarga 16780;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176033;39763;2024-11-15;8176033;36123;Prueba performance insertar ajuste de recarga 16781;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176034;39763;2024-11-15;8176034;36124;Prueba performance insertar ajuste de recarga 16782;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176035;39764;2024-11-15;8176035;36125;Prueba performance insertar ajuste de recarga 16783;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176036;39765;2024-11-15;8176036;36126;Prueba performance insertar ajuste de recarga 16784;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176037;39766;2024-11-15;8176037;36127;Prueba performance insertar ajuste de recarga 16785;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176038;39763;2024-11-15;8176038;36128;Prueba performance insertar ajuste de recarga 16786;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176039;39763;2024-11-15;8176039;36129;Prueba performance insertar ajuste de recarga 16787;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176040;39764;2024-11-15;8176040;36130;Prueba performance insertar ajuste de recarga 16788;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176041;39765;2024-11-15;8176041;36131;Prueba performance insertar ajuste de recarga 16789;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176042;39766;2024-11-15;8176042;36132;Prueba performance insertar ajuste de recarga 16790;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176043;39763;2024-11-15;8176043;36133;Prueba performance insertar ajuste de recarga 16791;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176044;39764;2024-11-15;8176044;36134;Prueba performance insertar ajuste de recarga 16792;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8176045;39765;2024-11-15;8176045;36135;Prueba performance insertar ajuste de recarga 16793;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
